-1	1	2	2	2	3	4	5	5	5	6	1	2	2	2	3	4	5	5	5	6	1	2	2	2	3	4	5	5	5	6
0	1639427221	146848634	1194435962	367496894	2077618935	1649287935	787205572	1924875192	678237471	1244194916	1418679890	1928552472	1126027765	1936351419	1308700882	2078369675	1611959310	1882338240	844641277	1631366937	2026174195	523680785	306792639	320764996	2139477711	384104596	820860718	259921356	823290450	469205349
1	907504066	20567510	1656137983	1128151840	8316771	706643351	260367667	930116525	744567265	1521376248	592083885	1746452093	1807316499	1964511418	1129723468	804694078	1064472174	411291148	1700576382	2014889493	1033622590	1261633804	843158096	271887837	872156908	1796866351	2081420008	2025796212	2067018428	2010980148
2	1859364821	1175626338	542264467	1332951023	270565934	1269894451	104955870	889124480	843537581	1740658710	1862504020	585590596	1838923128	887655415	1640952772	1687586887	1927192081	668930900	103142236	818299621	1407055205	402892274	693265725	1011603154	1392138141	1858670941	1524978182	293677788	952368153	2144630534
3	293743301	987786665	1000695163	2009612688	1047596057	1151655659	1731328795	37763835	1084544394	1123356250	2075555966	1759361438	1691454591	794491516	909719418	1912425505	1544163378	969800895	1827775420	939455366	321789891	1061921652	1964086428	1808760083	529941088	1299687314	1805049454	1869837753	1294136115	1077435960
4	1164050683	461210229	692325359	624246857	569449333	103157415	1216365681	1659649552	1558071877	368519254	899894152	1972395419	1609590275	64645044	441277742	1403831062	430385032	460978541	38937607	617532881	1254727453	1860224007	1925410983	292824805	1226434437	893920108	293689713	1001512026	482692906	1803388705
5	1393203836	123169017	485957825	847741644	964167490	470758185	1754612781	281538805	2069500796	694048856	1272464364	1974157441	1928138668	749881397	592360223	496325268	1105217817	714509354	1580391337	2061491984	408248780	1356505940	2139517209	2095804165	347657032	2022919111	1981775396	1395743668	1377902771	1441562853
6	415084958	1841585387	1255596519	469265355	436739069	867590695	1480042176	310371990	1986206438	1314534428	353361578	496193162	379714455	1876181893	1632558389	674050336	343212867	1553629357	984035461	871630771	639618541	1267005408	583369606	1233554464	668302923	2058576389	378342848	165317443	182690898	696440293
7	980461801	1390208248	1434181158	1614592339	1052796307	1707288660	249412342	861302094	1769223122	532523002	787824993	1807312636	469971284	348073036	901825045	1996411404	692993249	1297394965	384034843	351467080	709239567	2076695267	739143221	783091236	874332398	829941338	481752973	1119236015	1469508793	995664624
8	1018061384	1837510127	1732249771	937165897	2005573184	705993923	692096638	650734660	1594002867	1904679997	813672638	1635965212	1945329587	26729598	1440121729	1671755734	685884664	1737850420	363608569	1767786538	452559533	40958678	1539267829	321125503	1969823046	1853556461	1540907918	1525495937	1256766388	272108303
9	598929640	302790197	1260953527	784306797	357250671	511599186	87773610	985201004	397446457	1001092006	1925726822	1165488391	1329347698	978969948	1849373408	1531107342	1100852534	259805181	882074168	1628612523	1703935243	1563656702	390339212	2025946585	721858240	755979443	302896328	1775777463	2039706183	734890408
10	112627555	427703141	1484541108	314168099	608543585	902919625	304306314	1761534750	1701964061	1764547170	1088566072	1041186477	292824581	1022581260	1434995920	865030166	1124990075	1565128622	628269110	745527920	353835842	116554288	1539973054	769523592	270458111	1438032683	369725918	1768820192	1569225371	460229841
11	1601834484	1311575377	743997947	481591534	140256719	1174681709	1896155070	2111754249	809379864	1816198481	720352021	1774901497	1346838927	1315508964	1441052786	555731119	67871981	590322582	1932239481	814896039	2130972237	48194040	1326072899	876136124	292505666	362828962	477140231	1124000741	403585077	1006727931
12	393633320	1153288249	956825849	1818176178	2040782940	885301746	544795307	982516481	732092674	1171729283	1102400296	2026120726	700325155	152861952	1950931546	105396755	1162428604	1701004091	787109976	517619474	772312080	1858538942	1850970325	1232098537	1017827834	263629309	298025744	157847662	1330353675	1398201917
13	1619148227	2107444379	1199406230	671610152	2081589566	1536119260	1256530395	340171409	817973041	789632907	1073037795	1883728672	473252654	1625438498	1680328981	1282393172	1540396633	381920153	574248878	1962191591	401671292	2019359561	305954207	1192335188	618565952	364643988	302200987	562622516	1502316802	2052379092
